0,-0.01228782967978131,-0.3856776639654539,-0.7445811543345444,-1.103474351637992,-1.462356265581511,-1.821225564409347,-2.180077597601723,-2.538911602350953,-2.897730096297401,-3.256525284614331,-3.615305826979067
0.635,0.420589580374428,0.05267912773246525,-0.3052763876805271,-0.6633570093392203,-1.021563108831409,-1.379893989880438,-1.738348545568358,-2.096922719447077,-2.455615440857891,-2.814429651988142,-3.173358443982307
1.27,0.863596900379741,0.507208254278505,0.1541896434977741,-0.1990970027183288,-0.5526502540562147,-0.9064698359930166,-1.260551560905729,-1.614896828521861,-1.969507784719998,-2.324383096263697,-2.679516586067956
1.905,1.293427943581829,0.9472416834752144,0.6046668714176104,0.2617010554240073,-0.08165220643492537,-0.4253901779336805,-0.7695113572782394,-1.114010024563638,-1.45888781698863,-1.804147602573929,-2.149787449502589
2.54,1.647079763774917,1.328951283978249,1.005503625677707,0.6814120753128337,0.356680093742818,0.03131395561800092,-0.2946844740044525,-0.6213132995684584,-0.9485710330697423,-1.276456205755228,-1.604965987744927
3.175,1.803086742578192,1.512750895388824,1.223711809121144,0.9336932296955079,0.6426997312102366,0.3507319732746891,0.05778968322498122,-0.2361275451918883,-0.5310198622480735,-0.8268863898757652,-1.123721551187121
3.81,1.66207245485743,1.412083150812372,1.167297748263413,0.9211830420031413,0.6737346600643366,0.4249498634670421,0.1748281311602686,-0.07663192271022716,-0.3294309171210353,-0.5835698533048606,-0.8390492321644594
4.445,1.416750670405491,1.203489884550556,1.008115180775295,0.8113267185732098,0.6131228780037684,0.4135040029477557,0.2124709564262663,0.01002469849237789,-0.1938338627259656,-0.3991043055623131,-0.6057857674089513
5.08,1.113690327567196,0.9583013063228337,0.8076681631875858,0.6558939577458192,0.5029810923381922,0.348932134795983,0.193749053863261,0.03743400792515517,-0.1200115522243421,-0.2785861844865545,-0.43828875440149
5.715,0.8445274053210137,0.734632469266138,0.6236532271655493,0.5120180313327941,0.3997292276292025,0.2867899955696625,0.1732024283587435,0.05896928844326053,-0.05590677710255539,-0.1714232498728858,-0.2875777325314009
6.35,0.5822598603453212,0.4922683030027515,0.4187490106959094,0.345198920709551,0.2716204902847219,0.1980161001397099,0.1243882625083138,0.05073943540080066,-0.02292793435166123,-0.09661152431225187,-0.1703091755258045
6.985,0.2857878084223426,0.2539068276218879,0.2146587269868673,0.1760202593612793,0.1379939620398051,0.1005822248938657,0.06378721457616471,0.02761103186821837,-0.007944397214566652,-0.04287730926221577,-0.07718622827890395
7.62,-0.01960735356728302,-0.02997391894181298,-0.03519169385588918,-0.03931380126596957,-0.04233782746958752,-0.04426165531554502,-0.0450833828057291,-0.04480141310169854,-0.04341453137064504,-0.04092195170046528,-0.03732348008871781
8.255000000000001,-0.3236814480488188,-0.3024997906451697,-0.2738640290202324,-0.2438962202890996,-0.2125945921612674,-0.1799577587992867,-0.145984590706812,-0.1106743555262168,-0.0740268077234213,-0.03604240303633104,0.003277303604459598
8.890000000000001,-0.6562265644053201,-0.585027825135504,-0.520463937233555,-0.4546016194336763,-0.3874400462348484,-0.3189786776239796,-0.2492172764964795,-0.1781561278384982,-0.105796199183247,-0.03213954353507412,0.04281055911247689
9.525,-0.9165181802868518,-0.8202448513091442,-0.7225326290789474,-0.6238855284839117,-0.5243037839193236,-0.4237878238715911,-0.3223384086856372,-0.219956890852043,-0.1166455106327128,-0.01240748485134006,0.09275313965700417
10.16,-0.9983958862584088,-0.8648839088463294,-0.7395936826144502,-0.6137161353031991,-0.4872519845513227,-0.3602021035549455,-0.2325676901029273,-0.1043505321295688,0.02444692866840057,0.1538217293347144,0.2837705477888188
10.795,-0.8925786575170039,-0.7513321728126655,-0.6067375702649056,-0.4617983076111559,-0.3165149770432524,-0.1708884679263193,-0.02492011037864553,0.1213882557391247,0.2680343874148782,0.4150158737490161,0.5623304383961425
11.43,-0.7678684759620683,-0.6098032768239335,-0.4517366813011634,-0.293539448464327,-0.1352122738976078,0.02324391256769528,0.1818277984179098,0.3405376495805099,0.499371536594691,0.658327525092291,0.8174041022047744
12.065,-0.574220581433844,-0.4051920409554537,-0.2380840181015182,-0.07096223820225703,0.09617259908427447,0.2633194711670919,0.4304769855511711,0.5976435169328989,0.7648173188384804,0.9319967865801826,1.099180876198453
12.7,-0.4161866524692388,-0.2468273824979246,-0.07497569308342701,0.09676904114172805,0.2684060007911843,0.4399339748394032,0.6113513491705995,0.7826562492751542,0.9538467399044276,1.124921138587248,1.295878207001745
